,Datetime,State,Confirmed,Cured,Deaths
1195,2020-04-22 17:00:00,Chandigarh,27,14,0
1196,2020-04-22 17:00:00,Chhattisgarh,36,26,0
1197,2020-04-22 17:00:00,Delhi,2156,611,47
1198,2020-04-22 17:00:00,Goa,7,7,0
1199,2020-04-22 17:00:00,Gujarat,2272,144,95
1200,2020-04-22 17:00:00,Haryana,254,127,3
1201,2020-04-22 17:00:00,Himachal Pradesh,39,16,1
1202,2020-04-22 17:00:00,Jammu and Kashmir,380,81,5
1203,2020-04-22 17:00:00,Jharkhand,45,0,3
1204,2020-04-22 17:00:00,Karnataka,425,129,17
1205,2020-04-22 17:00:00,Kerala,427,323,3
1206,2020-04-22 17:00:00,Ladakh,18,14,0
1207,2020-04-22 17:00:00,Madhya Pradesh,1592,148,80
1208,2020-04-22 17:00:00,Maharashtra,5221,722,251
1209,2020-04-22 17:00:00,Manipur,2,2,0
1210,2020-04-22 17:00:00,Meghalaya,12,0,1
1211,2020-04-22 17:00:00,Mizoram,1,0,0
1212,2020-04-22 17:00:00,Odisha,82,30,1
1213,2020-04-22 17:00:00,Puducherry,7,3,0
1214,2020-04-22 17:00:00,Punjab,251,49,16
1215,2020-04-22 17:00:00,Rajasthan,1801,230,25
1216,2020-04-22 17:00:00,Tamil Nadu,1596,635,18
1217,2020-04-22 17:00:00,Telangana,945,194,23
1218,2020-04-22 17:00:00,Tripura,2,1,0
1219,2020-04-22 17:00:00,Uttarakhand,46,19,0
1220,2020-04-22 17:00:00,Uttar Pradesh,1412,165,21
1221,2020-04-22 17:00:00,West Bengal,423,73,15
1222,2020-04-23 17:00:00,Andaman and Nicobar Islands,18,11,0
1223,2020-04-23 17:00:00,Andhra Pradesh,895,141,27
1224,2020-04-23 17:00:00,Arunachal Pradesh,1,1,0
1225,2020-04-23 17:00:00,Assam,35,19,1
1226,2020-04-23 17:00:00,Bihar,148,46,2
1227,2020-04-23 17:00:00,Chandigarh,27,14,0
1228,2020-04-23 17:00:00,Chhattisgarh,36,28,0
1229,2020-04-23 17:00:00,Delhi,2248,724,48
1230,2020-04-23 17:00:00,Goa,7,7,0
1231,2020-04-23 17:00:00,Gujarat,2407,179,103
1232,2020-04-23 17:00:00,Haryana,262,140,3
1233,2020-04-23 17:00:00,Himachal Pradesh,40,18,1
1234,2020-04-23 17:00:00,Jammu and Kashmir,407,92,5
1235,2020-04-23 17:00:00,Jharkhand,49,8,3
1236,2020-04-23 17:00:00,Karnataka,443,141,17
1237,2020-04-23 17:00:00,Kerala,438,324,3
1238,2020-04-23 17:00:00,Ladakh,18,14,0
1239,2020-04-23 17:00:00,Madhya Pradesh,1695,148,81
1240,2020-04-23 17:00:00,Maharashtra,5652,789,269
1241,2020-04-23 17:00:00,Manipur,2,2,0
1242,2020-04-23 17:00:00,Meghalaya,12,0,1
1243,2020-04-23 17:00:00,Mizoram,1,0,0
1244,2020-04-23 17:00:00,Odisha,83,32,1
1245,2020-04-23 17:00:00,Puducherry,7,3,0
1246,2020-04-23 17:00:00,Punjab,277,65,16
1247,2020-04-23 17:00:00,Rajasthan,1890,230,27
1248,2020-04-23 17:00:00,Tamil Nadu,1629,662,18
1249,2020-04-23 17:00:00,Telangana,960,197,24
1250,2020-04-23 17:00:00,Tripura,2,1,0
1251,2020-04-23 17:00:00,Uttarakhand,46,23,0
1252,2020-04-23 17:00:00,Uttar Pradesh,1509,187,21
1253,2020-04-23 17:00:00,West Bengal,456,79,15
1254,2020-04-24 17:00:00,Andaman and Nicobar Islands,22,11,0
1255,2020-04-24 17:00:00,Andhra Pradesh,955,145,29
1256,2020-04-24 17:00:00,Arunachal Pradesh,1,1,0
1257,2020-04-24 17:00:00,Assam,36,19,1
1258,2020-04-24 17:00:00,Bihar,176,46,2
1259,2020-04-24 17:00:00,Chandigarh,27,14,0
1260,2020-04-24 17:00:00,Chhattisgarh,36,28,0
1261,2020-04-24 17:00:00,Delhi,2376,808,50
1262,2020-04-24 17:00:00,Goa,7,7,0
1263,2020-04-24 17:00:00,Gujarat,2624,258,112
1264,2020-04-24 17:00:00,Haryana,272,156,3
1265,2020-04-24 17:00:00,Himachal Pradesh,40,18,1
1266,2020-04-24 17:00:00,Jammu and Kashmir,427,92,5
1267,2020-04-24 17:00:00,Jharkhand,55,8,3
1268,2020-04-24 17:00:00,Karnataka,463,150,18
1269,2020-04-24 17:00:00,Kerala,448,324,3
1270,2020-04-24 17:00:00,Ladakh,18,14,0
1271,2020-04-24 17:00:00,Madhya Pradesh,1852,203,83
1272,2020-04-24 17:00:00,Maharashtra,6430,840,283
1273,2020-04-24 17:00:00,Manipur,2,2,0
1274,2020-04-24 17:00:00,Meghalaya,12,0,1
1275,2020-04-24 17:00:00,Mizoram,1,0,0
1276,2020-04-24 17:00:00,Odisha,90,33,1
1277,2020-04-24 17:00:00,Puducherry,7,3,0
1278,2020-04-24 17:00:00,Punjab,277,65,16
1279,2020-04-24 17:00:00,Rajasthan,1964,230,27
1280,2020-04-24 17:00:00,Tamil Nadu,1683,752,20
1281,2020-04-24 17:00:00,Telangana,984,253,26
1282,2020-04-24 17:00:00,Tripura,2,1,0
1283,2020-04-24 17:00:00,Uttarakhand,47,24,0
1284,2020-04-24 17:00:00,Uttar Pradesh,1604,206,24
1285,2020-04-24 17:00:00,West Bengal,514,103,15
1286,2020-04-25 17:00:00,Andaman and Nicobar Islands,27,11,0
1287,2020-04-25 17:00:00,Andhra Pradesh,1061,171,31
1288,2020-04-25 17:00:00,Arunachal Pradesh,1,1,0
1289,2020-04-25 17:00:00,Assam,36,19,1
1290,2020-04-25 17:00:00,Bihar,228,46,2
1291,2020-04-25 17:00:00,Chandigarh,28,15,0
1292,2020-04-25 17:00:00,Chhattisgarh,36,30,0
1293,2020-04-25 17:00:00,Delhi,2514,857,53
1294,2020-04-25 17:00:00,Goa,7,7,0
1295,2020-04-25 17:00:00,Gujarat,2815,265,127
1296,2020-04-25 17:00:00,Haryana,272,156,3
1297,2020-04-25 17:00:00,Himachal Pradesh,40,18,1
1298,2020-04-25 17:00:00,Jammu and Kashmir,454,109,5
1299,2020-04-25 17:00:00,Jharkhand,59,9,3
1300,2020-04-25 17:00:00,Karnataka,489,153,18
1301,2020-04-25 17:00:00,Kerala,451,331,4
1302,2020-04-25 17:00:00,Ladakh,20,14,0
1303,2020-04-25 17:00:00,Madhya Pradesh,1952,210,92
1304,2020-04-25 17:00:00,Maharashtra,6817,957,301
1305,2020-04-25 17:00:00,Manipur,2,2,0
1306,2020-04-25 17:00:00,Meghalaya,12,0,1
1307,2020-04-25 17:00:00,Mizoram,1,0,0
1308,2020-04-25 17:00:00,Odisha,94,33,1
1309,2020-04-25 17:00:00,Puducherry,7,3,0
1310,2020-04-25 17:00:00,Punjab,298,67,17
1311,2020-04-25 17:00:00,Rajasthan,2034,230,27
1312,2020-04-25 17:00:00,Tamil Nadu,1755,866,22
1313,2020-04-25 17:00:00,Telangana,984,253,26
1314,2020-04-25 17:00:00,Tripura,2,1,0
1315,2020-04-25 17:00:00,Uttarakhand,48,25,0
1316,2020-04-25 17:00:00,Uttar Pradesh,1778,248,26
1317,2020-04-25 17:00:00,West Bengal,571,103,18
1318,2020-04-26 17:00:00,Andaman and Nicobar Islands,33,11,0
1319,2020-04-26 17:00:00,Andhra Pradesh,1097,231,31
1320,2020-04-26 17:00:00,Arunachal Pradesh,1,1,0
1321,2020-04-26 17:00:00,Assam,36,19,1
1322,2020-04-26 17:00:00,Bihar,251,46,2
1323,2020-04-26 17:00:00,Chandigarh,30,17,0
1324,2020-04-26 17:00:00,Chhattisgarh,37,32,0
1325,2020-04-26 17:00:00,Delhi,2625,869,54
1326,2020-04-26 17:00:00,Goa,7,7,0
1327,2020-04-26 17:00:00,Gujarat,3071,282,133
1328,2020-04-26 17:00:00,Haryana,289,176,3
1329,2020-04-26 17:00:00,Himachal Pradesh,40,22,1
1330,2020-04-26 17:00:00,Jammu and Kashmir,494,112,6
1331,2020-04-26 17:00:00,Jharkhand,67,13,3
1332,2020-04-26 17:00:00,Karnataka,501,177,18
1333,2020-04-26 17:00:00,Kerala,458,338,4
1334,2020-04-26 17:00:00,Ladakh,20,14,0
1335,2020-04-26 17:00:00,Madhya Pradesh,2096,210,99
1336,2020-04-26 17:00:00,Maharashtra,7628,1076,323
1337,2020-04-26 17:00:00,Manipur,2,2,0
1338,2020-04-26 17:00:00,Meghalaya,12,0,1
1339,2020-04-26 17:00:00,Mizoram,1,0,0
1340,2020-04-26 17:00:00,Odisha,103,34,1
1341,2020-04-26 17:00:00,Puducherry,7,3,0
1342,2020-04-26 17:00:00,Punjab,298,67,17
1343,2020-04-26 17:00:00,Rajasthan,2083,493,33
1344,2020-04-26 17:00:00,Tamil Nadu,1821,960,23
1345,2020-04-26 17:00:00,Telangana,991,280,26
1346,2020-04-26 17:00:00,Tripura,2,2,0
1347,2020-04-26 17:00:00,Uttarakhand,50,26,0
1348,2020-04-26 17:00:00,Uttar Pradesh,1843,289,29
1349,2020-04-26 17:00:00,West Bengal,611,105,18
1350,2020-04-27 17:00:00,Andaman and Nicobar Islands,33,11,0
1351,2020-04-27 17:00:00,Andhra Pradesh,1177,235,31
1352,2020-04-27 17:00:00,Arunachal Pradesh,1,1,0
1353,2020-04-27 17:00:00,Assam,36,27,1
1354,2020-04-27 17:00:00,Bihar,277,56,2
1355,2020-04-27 17:00:00,Chandigarh,30,17,0
1356,2020-04-27 17:00:00,Chhattisgarh,37,32,0
1357,2020-04-27 17:00:00,Delhi,2918,877,54
1358,2020-04-27 17:00:00,Goa,7,7,0
1359,2020-04-27 17:00:00,Gujarat,3301,313,151
1360,2020-04-27 17:00:00,Haryana,289,176,3
1361,2020-04-27 17:00:00,Himachal Pradesh,40,22,1
1362,2020-04-27 17:00:00,Jammu and Kashmir,523,137,6
1363,2020-04-27 17:00:00,Jharkhand,82,13,3
1364,2020-04-27 17:00:00,Karnataka,511,188,20
1365,2020-04-27 17:00:00,Kerala,469,342,4
1366,2020-04-27 17:00:00,Ladakh,20,14,0
1367,2020-04-27 17:00:00,Madhya Pradesh,2168,302,106
1368,2020-04-27 17:00:00,Maharashtra,8068,1188,342
1369,2020-04-27 17:00:00,Manipur,2,2,0
1370,2020-04-27 17:00:00,Meghalaya,12,0,1
1371,2020-04-27 17:00:00,Mizoram,1,0,0
1372,2020-04-27 17:00:00,Odisha,108,35,1
1373,2020-04-27 17:00:00,Puducherry,8,3,0
1374,2020-04-27 17:00:00,Punjab,313,71,18
1375,2020-04-27 17:00:00,Rajasthan,2185,518,41
1376,2020-04-27 17:00:00,Tamil Nadu,1885,1020,24
1377,2020-04-27 17:00:00,Telangana,1002,280,26
1378,2020-04-27 17:00:00,Tripura,2,2,0
1379,2020-04-27 17:00:00,Uttarakhand,51,33,0
1380,2020-04-27 17:00:00,Uttar Pradesh,1955,335,31
1381,2020-04-27 17:00:00,West Bengal,649,105,20
1382,2020-04-28 17:00:00,Andaman and Nicobar Islands,33,11,0
1383,2020-04-28 17:00:00,Andhra Pradesh,1259,258,31
1384,2020-04-28 17:00:00,Arunachal Pradesh,1,1,0
1385,2020-04-28 17:00:00,Assam,38,27,1
1386,2020-04-28 17:00:00,Bihar,346,57,2
1387,2020-04-28 17:00:00,Chandigarh,40,17,0
1388,2020-04-28 17:00:00,Chhattisgarh,37,32,0
1389,2020-04-28 17:00:00,Delhi,3108,877,54
1390,2020-04-28 17:00:00,Goa,7,7,0
1391,2020-04-28 17:00:00,Gujarat,3548,394,162
1392,2020-04-28 17:00:00,Haryana,296,183,3
1393,2020-04-28 17:00:00,Himachal Pradesh,40,22,1
1394,2020-04-28 17:00:00,Jammu and Kashmir,546,164,7
1395,2020-04-28 17:00:00,Jharkhand,103,17,3
1396,2020-04-28 17:00:00,Karnataka,520,198,20
1397,2020-04-28 17:00:00,Kerala,482,355,4
1398,2020-04-28 17:00:00,Ladakh,22,16,0
1399,2020-04-28 17:00:00,Madhya Pradesh,2368,361,113
1400,2020-04-28 17:00:00,Maharashtra,8590,1282,369
1401,2020-04-28 17:00:00,Manipur,2,2,0
1402,2020-04-28 17:00:00,Meghalaya,12,0,1
1403,2020-04-28 17:00:00,Mizoram,1,0,0
1404,2020-04-28 17:00:00,Odisha,118,37,1
1405,2020-04-28 17:00:00,Puducherry,8,3,0
1406,2020-04-28 17:00:00,Punjab,313,71,18
1407,2020-04-28 17:00:00,Rajasthan,2262,669,46
1408,2020-04-28 17:00:00,Tamil Nadu,1937,1101,24
1409,2020-04-28 17:00:00,Telangana,1004,321,26
1410,2020-04-28 17:00:00,Tripura,2,2,0
1411,2020-04-28 17:00:00,Uttarakhand,51,33,0
1412,2020-04-28 17:00:00,Uttar Pradesh,2043,400,31
1413,2020-04-28 17:00:00,West Bengal,697,109,20
1414,2020-04-29 17:00:00,Andaman and Nicobar Islands,33,15,0
1415,2020-04-29 17:00:00,Andhra Pradesh,1332,287,31
1416,2020-04-29 17:00:00,Arunachal Pradesh,1,1,0
1417,2020-04-29 17:00:00,Assam,38,27,1
1418,2020-04-29 17:00:00,Bihar,383,64,2
1419,2020-04-29 17:00:00,Chandigarh,56,17,0
1420,2020-04-29 17:00:00,Chhattisgarh,38,34,0
1421,2020-04-29 17:00:00,Delhi,3314,1078,54
1422,2020-04-29 17:00:00,Goa,7,7,0
1423,2020-04-29 17:00:00,Gujarat,3774,434,181
1424,2020-04-29 17:00:00,Haryana,310,209,3
1425,2020-04-29 17:00:00,Himachal Pradesh,40,25,1
1426,2020-04-29 17:00:00,Jammu and Kashmir,565,176,8
1427,2020-04-29 17:00:00,Jharkhand,105,19,3
1428,2020-04-29 17:00:00,Karnataka,532,215,20
1429,2020-04-29 17:00:00,Kerala,486,359,4
1430,2020-04-29 17:00:00,Ladakh,22,16,0
1431,2020-04-29 17:00:00,Madhya Pradesh,2561,377,119
1432,2020-04-29 17:00:00,Maharashtra,9318,1388,400
1433,2020-04-29 17:00:00,Manipur,2,2,0
1434,2020-04-29 17:00:00,Meghalaya,12,0,1
1435,2020-04-29 17:00:00,Mizoram,1,0,0
1436,2020-04-29 17:00:00,Odisha,119,38,1
1437,2020-04-29 17:00:00,Puducherry,8,3,0
1438,2020-04-29 17:00:00,Punjab,322,71,19
1439,2020-04-29 17:00:00,Rajasthan,2364,768,51
1440,2020-04-29 17:00:00,Tamil Nadu,2058,1168,25
1441,2020-04-29 17:00:00,Telangana,1012,367,26
1442,2020-04-29 17:00:00,Tripura,2,2,0
1443,2020-04-29 17:00:00,Uttarakhand,54,34,0
1444,2020-04-29 17:00:00,Uttar Pradesh,2115,477,36
1445,2020-04-29 17:00:00,West Bengal,725,119,22
1446,2020-04-30 17:00:00,Andaman and Nicobar Islands,33,15,0
1447,2020-04-30 17:00:00,Andhra Pradesh,1403,321,31
1448,2020-04-30 17:00:00,Arunachal Pradesh,1,1,0
1449,2020-04-30 17:00:00,Assam,42,29,1
1450,2020-04-30 17:00:00,Bihar,403,65,2
1451,2020-04-30 17:00:00,Chandigarh,56,17,0
1452,2020-04-30 17:00:00,Chhattisgarh,38,36,0
1453,2020-04-30 17:00:00,Delhi,3439,1092,56
1454,2020-04-30 17:00:00,Goa,7,7,0
1455,2020-04-30 17:00:00,Gujarat,4082,527,197
1456,2020-04-30 17:00:00,Haryana,310,209,3
1457,2020-04-30 17:00:00,Himachal Pradesh,40,25,1
1458,2020-04-30 17:00:00,Jammu and Kashmir,581,192,8
1459,2020-04-30 17:00:00,Jharkhand,107,19,3
1460,2020-04-30 17:00:00,Karnataka,557,223,21
1461,2020-04-30 17:00:00,Kerala,496,369,4
1462,2020-04-30 17:00:00,Ladakh,22,16,0
1463,2020-04-30 17:00:00,Madhya Pradesh,2660,461,130
1464,2020-04-30 17:00:00,Maharashtra,9915,1593,432
1465,2020-04-30 17:00:00,Manipur,2,2,0
1466,2020-04-30 17:00:00,Meghalaya,12,0,1
1467,2020-04-30 17:00:00,Mizoram,1,0,0
1468,2020-04-30 17:00:00,Odisha,128,39,1
1469,2020-04-30 17:00:00,Puducherry,8,5,0
1470,2020-04-30 17:00:00,Punjab,357,90,19
1471,2020-04-30 17:00:00,Rajasthan,2438,768,51
1472,2020-04-30 17:00:00,Tamil Nadu,2162,1210,27
1473,2020-04-30 17:00:00,Telangana,1012,367,26
1474,2020-04-30 17:00:00,Tripura,2,2,0
1475,2020-04-30 17:00:00,Uttarakhand,55,36,0
1476,2020-04-30 17:00:00,Uttar Pradesh,2203,513,39
1477,2020-04-30 17:00:00,West Bengal,758,124,22
1478,2020-05-01 17:00:00,Andaman and Nicobar Islands,33,16,0
1479,2020-05-01 17:00:00,Andhra Pradesh,1463,403,33
1480,2020-05-01 17:00:00,Arunachal Pradesh,1,1,0
1481,2020-05-01 17:00:00,Assam,42,29,1
1482,2020-05-01 17:00:00,Bihar,426,82,2
1483,2020-05-01 17:00:00,Chandigarh,56,17,0
1484,2020-05-01 17:00:00,Chhattisgarh,40,36,0
1485,2020-05-01 17:00:00,Delhi,3515,1094,59
1486,2020-05-01 17:00:00,Goa,7,7,0
1487,2020-05-01 17:00:00,Gujarat,4395,613,214
1488,2020-05-01 17:00:00,Haryana,313,209,3
1489,2020-05-01 17:00:00,Himachal Pradesh,40,28,1
1490,2020-05-01 17:00:00,Jammu and Kashmir,614,216,8
1491,2020-05-01 17:00:00,Jharkhand,111,20,3
1492,2020-05-01 17:00:00,Karnataka,576,235,22
1493,2020-05-01 17:00:00,Kerala,497,383,4
1494,2020-05-01 17:00:00,Ladakh,22,16,0
1495,2020-05-01 17:00:00,Madhya Pradesh,2719,482,137
1496,2020-05-01 17:00:00,Maharashtra,10498,1773,459
1497,2020-05-01 17:00:00,Manipur,2,2,0
1498,2020-05-01 17:00:00,Meghalaya,12,0,1
1499,2020-05-01 17:00:00,Mizoram,1,0,0
1500,2020-05-01 17:00:00,Odisha,143,41,1
1501,2020-05-01 17:00:00,Puducherry,8,5,0
1502,2020-05-01 17:00:00,Punjab,357,90,19
1503,2020-05-01 17:00:00,Rajasthan,2584,836,58
1504,2020-05-01 17:00:00,Tamil Nadu,2323,1258,27
1505,2020-05-01 17:00:00,Telangana,1039,441,26
1506,2020-05-01 17:00:00,Tripura,2,2,0
1507,2020-05-01 17:00:00,Uttarakhand,57,36,0
1508,2020-05-01 17:00:00,Uttar Pradesh,2281,555,41
1509,2020-05-01 17:00:00,West Bengal,795,139,33
1510,2020-05-02 17:00:00,Andaman and Nicobar Islands,33,16,0
1511,2020-05-02 17:00:00,Andhra Pradesh,1463,403,33
1512,2020-05-02 17:00:00,Arunachal Pradesh,1,1,0
1513,2020-05-02 17:00:00,Assam,43,32,1
1514,2020-05-02 17:00:00,Bihar,471,98,3
1515,2020-05-02 17:00:00,Chandigarh,88,17,0
1516,2020-05-02 17:00:00,Chhattisgarh,43,36,0
1517,2020-05-02 17:00:00,Delhi,3738,1167,61
1518,2020-05-02 17:00:00,Goa,7,7,0
1519,2020-05-02 17:00:00,Gujarat,4721,735,236
1520,2020-05-02 17:00:00,Haryana,360,227,4
1521,2020-05-02 17:00:00,Himachal Pradesh,40,30,1
1522,2020-05-02 17:00:00,Jammu and Kashmir,639,247,8
1523,2020-05-02 17:00:00,Jharkhand,111,20,3
1524,2020-05-02 17:00:00,Karnataka,589,251,22
1525,2020-05-02 17:00:00,Kerala,497,392,4
1526,2020-05-02 17:00:00,Ladakh,22,17,0
1527,2020-05-02 17:00:00,Madhya Pradesh,2719,524,145
1528,2020-05-02 17:00:00,Maharashtra,11506,1879,485
1529,2020-05-02 17:00:00,Manipur,2,2,0
1530,2020-05-02 17:00:00,Meghalaya,12,0,1
1531,2020-05-02 17:00:00,Mizoram,1,0,0
1532,2020-05-02 17:00:00,Odisha,149,55,1
1533,2020-05-02 17:00:00,Puducherry,8,5,0
1534,2020-05-02 17:00:00,Punjab,480,90,19
1535,2020-05-02 17:00:00,Rajasthan,2666,1116,62
1536,2020-05-02 17:00:00,Tamil Nadu,2526,1312,28
1537,2020-05-02 17:00:00,Telangana,1039,441,26
1538,2020-05-02 17:00:00,Tripura,2,2,0
1539,2020-05-02 17:00:00,Uttarakhand,58,36,0
1540,2020-05-02 17:00:00,Uttar Pradesh,2328,654,42
1541,2020-05-02 17:00:00,West Bengal,795,139,33
1542,2020-05-03 17:00:00,Andaman and Nicobar Islands,33,17,0
1543,2020-05-03 17:00:00,Andhra Pradesh,1583,488,33
1544,2020-05-03 17:00:00,Arunachal Pradesh,1,1,0
1545,2020-05-03 17:00:00,Assam,43,32,1
1546,2020-05-03 17:00:00,Bihar,482,117,4
1547,2020-05-03 17:00:00,Chandigarh,94,19,0
1548,2020-05-03 17:00:00,Chhattisgarh,43,36,0
1549,2020-05-03 17:00:00,Delhi,4122,1256,64
1550,2020-05-03 17:00:00,Goa,7,7,0
1551,2020-05-03 17:00:00,Gujarat,5055,896,262
1552,2020-05-03 17:00:00,Haryana,394,227,4
1553,2020-05-03 17:00:00,Himachal Pradesh,40,33,1
1554,2020-05-03 17:00:00,Jammu and Kashmir,666,254,8
1555,2020-05-03 17:00:00,Jharkhand,115,22,3
1556,2020-05-03 17:00:00,Karnataka,606,282,25
1557,2020-05-03 17:00:00,Kerala,500,400,4
1558,2020-05-03 17:00:00,Ladakh,40,17,0
1559,2020-05-03 17:00:00,Madhya Pradesh,2846,798,156
1560,2020-05-03 17:00:00,Maharashtra,12296,2000,521
1561,2020-05-03 17:00:00,Manipur,2,2,0
1562,2020-05-03 17:00:00,Meghalaya,12,0,1
1563,2020-05-03 17:00:00,Mizoram,1,0,0
1564,2020-05-03 17:00:00,Odisha,160,56,1
1565,2020-05-03 17:00:00,Puducherry,8,5,0
1566,2020-05-03 17:00:00,Punjab,772,112,20
1567,2020-05-03 17:00:00,Rajasthan,2772,1121,65
1568,2020-05-03 17:00:00,Tamil Nadu,2757,1341,29
1569,2020-05-03 17:00:00,Telangana,1063,458,28
1570,2020-05-03 17:00:00,Tripura,4,2,0
1571,2020-05-03 17:00:00,Uttarakhand,59,39,0
1572,2020-05-03 17:00:00,Uttar Pradesh,2626,698,43
1573,2020-05-03 17:00:00,West Bengal,922,151,33
1574,2020-05-04 17:00:00,Andaman and Nicobar Islands,33,32,0
1575,2020-05-04 17:00:00,Andhra Pradesh,1650,524,36
1576,2020-05-04 17:00:00,Arunachal Pradesh,1,1,0
1577,2020-05-04 17:00:00,Assam,43,32,1
1578,2020-05-04 17:00:00,Bihar,517,125,4
1579,2020-05-04 17:00:00,Chandigarh,94,19,0
1580,2020-05-04 17:00:00,Chhattisgarh,57,36,0
1581,2020-05-04 17:00:00,Delhi,4549,1362,64
1582,2020-05-04 17:00:00,Goa,7,7,0
1583,2020-05-04 17:00:00,Gujarat,5428,1042,290
1584,2020-05-04 17:00:00,Haryana,442,245,5
1585,2020-05-04 17:00:00,Himachal Pradesh,40,34,1
1586,2020-05-04 17:00:00,Jammu and Kashmir,701,287,8
1587,2020-05-04 17:00:00,Jharkhand,115,22,3
1588,2020-05-04 17:00:00,Karnataka,642,304,26
1589,2020-05-04 17:00:00,Kerala,500,401,4
1590,2020-05-04 17:00:00,Ladakh,41,17,0
1591,2020-05-04 17:00:00,Madhya Pradesh,2942,798,165
1592,2020-05-04 17:00:00,Maharashtra,12974,2115,548
1593,2020-05-04 17:00:00,Manipur,2,2,0
1594,2020-05-04 17:00:00,Meghalaya,12,0,1
1595,2020-05-04 17:00:00,Mizoram,1,0,0
1596,2020-05-04 17:00:00,Odisha,163,60,1
1597,2020-05-04 17:00:00,Puducherry,8,5,0
1598,2020-05-04 17:00:00,Punjab,1102,117,21
1599,2020-05-04 17:00:00,Rajasthan,2886,1356,71
1600,2020-05-04 17:00:00,Tamil Nadu,3023,1379,30
1601,2020-05-04 17:00:00,Telangana,1082,490,29
1602,2020-05-04 17:00:00,Tripura,16,2,0
1603,2020-05-04 17:00:00,Uttarakhand,60,39,1
1604,2020-05-04 17:00:00,Uttar Pradesh,2742,758,45
1605,2020-05-04 17:00:00,West Bengal,963,151,35
1606,2020-05-05 17:00:00,Andaman and Nicobar Islands,33,32,0
1607,2020-05-05 17:00:00,Andhra Pradesh,1717,589,36
1608,2020-05-05 17:00:00,Arunachal Pradesh,1,1,0
1609,2020-05-05 17:00:00,Assam,43,32,1
1610,2020-05-05 17:00:00,Bihar,529,130,4
1611,2020-05-05 17:00:00,Chandigarh,102,21,1
1612,2020-05-05 17:00:00,Chhattisgarh,58,36,0
1613,2020-05-05 17:00:00,Delhi,4898,1431,64
1614,2020-05-05 17:00:00,Goa,7,7,0
1615,2020-05-05 17:00:00,Gujarat,5804,1195,319
1616,2020-05-05 17:00:00,Haryana,517,254,6
1617,2020-05-05 17:00:00,Himachal Pradesh,41,38,1
1618,2020-05-05 17:00:00,Jammu and Kashmir,726,303,8
1619,2020-05-05 17:00:00,Jharkhand,115,27,3
1620,2020-05-05 17:00:00,Karnataka,659,324,28
1621,2020-05-05 17:00:00,Kerala,500,462,4
1622,2020-05-05 17:00:00,Ladakh,41,17,0
1623,2020-05-05 17:00:00,Madhya Pradesh,3049,1000,176
1624,2020-05-05 17:00:00,Maharashtra,14541,2465,583
1625,2020-05-05 17:00:00,Manipur,2,2,0
1626,2020-05-05 17:00:00,Meghalaya,12,10,1
1627,2020-05-05 17:00:00,Mizoram,1,0,0
1628,2020-05-05 17:00:00,Odisha,170,60,1
1629,2020-05-05 17:00:00,Puducherry,9,6,0
1630,2020-05-05 17:00:00,Punjab,1233,128,23
1631,2020-05-05 17:00:00,Rajasthan,3061,1394,77
1632,2020-05-05 17:00:00,Tamil Nadu,3550,1409,31
1633,2020-05-05 17:00:00,Telangana,1085,585,29
1634,2020-05-05 17:00:00,Tripura,29,2,0
1635,2020-05-05 17:00:00,Uttarakhand,60,39,1
1636,2020-05-05 17:00:00,Uttar Pradesh,2859,944,53
1637,2020-05-05 17:00:00,West Bengal,1259,218,133
1638,2020-05-06 08:00:00,Andaman and Nicobar Islands,33,32,0
1639,2020-05-06 08:00:00,Andhra Pradesh,1717,589,36
1640,2020-05-06 08:00:00,Arunachal Pradesh,1,1,0
1641,2020-05-06 08:00:00,Assam,43,32,1
1642,2020-05-06 08:00:00,Bihar,536,142,4
1643,2020-05-06 08:00:00,Chandigarh,111,21,1
1644,2020-05-06 08:00:00,Chhattisgarh,59,36,0
1645,2020-05-06 08:00:00,Dadar Nagar Haveli,1,0,0
1646,2020-05-06 08:00:00,Delhi,5104,1468,64
1647,2020-05-06 08:00:00,Goa,7,7,0
1648,2020-05-06 08:00:00,Gujarat,6245,1381,368
1649,2020-05-06 08:00:00,Haryana,548,256,6
1650,2020-05-06 08:00:00,Himachal Pradesh,42,38,2
1651,2020-05-06 08:00:00,Jammu and Kashmir,741,320,8
1652,2020-05-06 08:00:00,Jharkhand,125,33,3
1653,2020-05-06 08:00:00,Karnataka,671,331,29
1654,2020-05-06 08:00:00,Kerala,502,462,4
1655,2020-05-06 08:00:00,Ladakh,41,17,0
1656,2020-05-06 08:00:00,Madhya Pradesh,3049,1000,176
1657,2020-05-06 08:00:00,Maharashtra,15525,2819,617
1658,2020-05-06 08:00:00,Manipur,2,2,0
1659,2020-05-06 08:00:00,Meghalaya,12,10,1
1660,2020-05-06 08:00:00,Mizoram,1,0,0
1661,2020-05-06 08:00:00,Odisha,175,60,1
1662,2020-05-06 08:00:00,Puducherry,9,6,0
1663,2020-05-06 08:00:00,Punjab,1451,133,25
1664,2020-05-06 08:00:00,Rajasthan,3158,1525,89
1665,2020-05-06 08:00:00,Tamil Nadu,4058,1485,33
1666,2020-05-06 08:00:00,Telangana,1096,585,29
1667,2020-05-06 08:00:00,Tripura,43,2,0
1668,2020-05-06 08:00:00,Uttarakhand,61,39,1
1669,2020-05-06 08:00:00,Uttar Pradesh,2880,987,56
